id,user_id,nickname,avatar,ip_location,add_ts,last_modify_ts,note_id,type,title,desc,video_url,time,last_update_time,liked_count,collected_count,comment_count,share_count,image_list,tag_list,note_url,is_processed_llm,is_about_covid,is_about_fever,is_about_virus,is_about_sick,is_sick_recent
1,59532abe5e87e746a3d3e49f,酒酿宝,https://sns-avatar-qc.xhscdn.com/avatar/6640b4ec239fb0f0db0b2af4.jpg,中国香港,1720058839710,1720059297964,6685fed1000000000a0264bc,normal,🇭🇰新冠首阳 五天转阴,"躲过了前两年的新冠高峰期，没想到去完高雄旅游完回来居然中招了，果然新冠不会漏掉每一个人🤦🏻‍♀️
	
说说我这五天的一个症状吧：
第一天6/27: 起床之后全身乏力，头痛炸裂，以为是旅游回来累的，晚上量体温37.7度
第二天 6/28: 早上起来量体温37.1度，浑身上下没力气，呼吸困难，干咳，胃口很好（怀疑自己是不是得的传说中的干饭株/猪瘟？😂）晚上一个人咔咔炫掉大半个pizza，检测呈浅阳，下午已经退烧，体温36.6度，晚上开始有点鼻塞，流一点点清水鼻涕，类似于加强版的鼻炎
第三天 6/29: 起床之后左边喉咙吞口水有一点点痛，持续鼻塞流鼻水，干咳，检测呈强阳
第四天 6/30: 吃完早饭体温36.4度，逐步恢复正常了，鼻水收了，左边咽喉吞口水很痛，也没这么累了，下午煮了粥吃，蒸了橙子吃喉咙缓解很多了
第四天7/1: 快测依旧显示强阳，早上起来喉咙痛明显缓解，体温36.1度
第四天7/2: 快测依旧显示强阳，整体已经康复得差不多了，晚上洗澡的时候发现嗅觉消失了，闻不到沐浴露洗发水的味道了，出来狂喷香水都闻不到🫠
第五天7/3: 转阴转阴！可以活蹦乱跳了，天气也好x出去散了步，但嗅觉依然还没恢复，出去买了咖啡豆，吃了zinc+b群和黑巧克力，过了大概半个小时，稍微恢复了一点嗅觉大概30%左右，不过会反复，要持续坚持！（图二：转阴后立马把家里大大小小的公仔全部拿出来高温消毒一遍哇哈哈哈我的小loopy）
	
这次抗疫了五天，我把吃的药放在图三了，多喝水多睡觉就可以抗过去了，头两天会比较辛苦。
最近大家一定要多注意防护，去人多的地方尽量戴上口罩，病毒好像又多起来了😷😷
	
#新冠 #抗疫日记 #香港居家隔离 #covid19",,1720057553000,1720058733000,2,0,2,0,"https://sns-img-al.xhscdn.com/1040g2sg314qhj6f4hc7049kvgqlbtp4vbv8q408,https://sns-img-al.xhscdn.com/3be80f2e-1df4-073d-f011-82accfb3b8d0,https://sns-img-al.xhscdn.com/d284980b-27cc-5c80-6665-5ca93521c0cc","新冠,抗疫日记,香港居家隔离,covid19",https://www.xiaohongshu.com/explore/6685fed1000000000a0264bc,1,1,1,1,1,1
2,62fe31ce000000000f005d1b,aquarius重生版,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vfkq54hm26g5onu6773on8r22tcfn8,江苏,1720058839717,1720059297970,6686035b000000000a024e84,normal,SA55究竟什么情况？,"有没有大神了解的？就这么无了？[惊恐R][惊恐R][惊恐R][哭惹R][哭惹R][哭惹R]
#新冠 #抗体 #新冠抗体",,1720058715000,1720058715000,0,0,3,0,https://sns-img-qc.xhscdn.com/d02653aa-0635-d5c0-6abb-334ecb3e0e8d,"新冠,抗体,新冠抗体",https://www.xiaohongshu.com/explore/6686035b000000000a024e84,1,1,0,1,1,1
3,6667007500000000030313db,没有作业的星球,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314oqjb21h4005pj701qgu4urc9md17o,美国,1720058839723,1720059297958,66860307000000001e011928,normal,数据分析新冠对美国人出行的影响,"2022年计算社会科学国际会议 (IC2S2) 举办了一场数据分析比赛，比赛时长一天。组委会提供了多种类型的数据，参赛者可以选择研究任何问题。我选择分析美国匹兹堡市疫情期间不同街道人们的出行数据。数据包括每天从某一街道出发到另一街道的人员数量和各街道不同种族人口的比例（如亚洲人、黑人等，数据通过GPS收集），以及每日新闻媒体报道的匹兹堡新冠新增感染人数。
	
首先，我研究了白人、黑人和亚洲人的出行模式是否存在差异。图一展示了不同街道人群出行的相似度：每个点代表一个街道，如果两个街道的人群出行目的地类似，那么街道在网络中的位置就会更接近（例如，A地区的人经常去C街道，B地区的人也经常去C街道，那么A和B街道的位置就会更近）。我将同一幅图复制了三遍，每幅图用绿色深浅代表不同街道的不同种族人口比例（颜色越深占比越大）。结果显示，同一种族的人出行目的地更相似。例如，图中标出的几个街道在网络中位置接近，而这些街道的黄种人比例均很高。
	
接下来，我分析了2020年之前6个月各街道人们的出行数据。发现有些街道的人每个月都会大量前往某地，而有些地方则是每隔几周或几个月才会有大量人去。我将每月都会有大量人去的目的地定义为“必要出行”（如日常购物），而偶尔才去的目的地称为“非必要出行”（如走亲访友或旅行）。图二展示了各街道总体出行中“必要出行”的比重与媒体报道的新冠新增数之间的关系。
	
匹兹堡的第一例新冠病例报道于2020年3月13日。可以看到，在新冠疫情初期，人们迅速调整了出行计划，仅保留了“必要出行”。接下来的150天内，由于新冠新增病例较少，人们的“必要出行”比重有所减少。但在2020年冬至2021年初，新冠感染人数再度激增，日均感染人数超过1000人，人们再次提升“必要出行”比例，但峰值低于第一次。随后，2022年新冠感染数再次猛增，日均感染数达到7000人，人们又一次提高了“必要出行”的比例，但峰值低于前两次。
	
研究发现，疫情来临时，匹兹堡的居民减少了“非必要出行”（如旅游），仅保留了“必要出行”（如必需品购物）。在疫情初期，尽管感染人数较少，人们对出行的调整幅度较大；随着对新冠的逐渐熟悉，人们对疫情的恐慌逐渐减小。即使后续两波疫情的高峰感染数更高，人们减少“非必要出行”的比例也越来越低，出行行为逐渐恢复到疫情前的水平。
	
#计算社会科学  #新冠  #疫情  #旅游  #美国  #数据分析",,1720058631000,1720058889000,1,0,0,0,"https://sns-img-hw.xhscdn.com/07f4a5b2-e106-8405-d5f5-c53e0eba7565,https://sns-img-hw.xhscdn.com/f2d6fe48-51d3-686c-4504-e046c25421d3","计算社会科学,新冠,疫情,旅游,美国,数据分析",https://www.xiaohongshu.com/explore/66860307000000001e011928,1,1,0,1,0,0
4,59c07a70b1da141e143bcc92,很哇塞,https://sns-avatar-qc.xhscdn.com/avatar/59c07a70b1da141e143bcc92.jpg,,1720058839729,1725000689609,668600e40000000003024f4e,normal,在日本阳了，感冒了吃什么药！,"#新冠[话题]# #日本生病[话题]# #日本药妆店[话题]#
[猪头R]最近阳了，一周刚痊愈，自己带的国内的药都过期了，想把自己吃日本药痊愈的经验介绍给大家。
	
1，新冠检测不用去医院，亚马逊买试剂盒隔日就到，可以检测是病毒流感还是新冠
2.[鼓掌R][鼓掌R]图3的退烧止痛药！特别好用[点赞R]，吃下大概半小时会大量出汗，然后烧就退了很多，一天三次一次两片。[向右R]低烧就用图7退热贴物理降温！
	
3.嗓子非常难受 图5消炎，图6可以缓解症状[okR]
4.剧烈咳嗽停不下来咳到干呕，图4[种草R]日本国民级止咳糖浆，比我们的川贝枇杷膏稀一点，但是好用。
[点赞R][点赞R]咳到停不下来的时候大口喝电解质水！不知道为什么马上缓解，想咳嗽的感觉没了
	
5，图8的3样使劲吃，尤其电解质水，当药喝。
6，好了之后图9巩固，恢复！提高自身免疫力！
左下角的乳酸菌片是柠檬乳酸菌味的咀嚼片，很好吃😋
[加油R][加油R][加油R]希望大家健健康康！异国他乡就算生病也不迷糊！加油！",,1720058084000,1720058301000,487,912,45,279,"http://sns-webpic-qc.xhscdn.com/202408301451/4984cc0ac633794051d1870c89c5c1cc/1040g008314qhr5jeh40049qeb9t71j4i72l4570!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/339e2015e52a774d878651fcf484a729/1040g008314qhr5jeh40g49qeb9t71j4ibj1enu8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/49096d9f30f31a7d4984ed8983064058/1040g008314qhr5jeh41049qeb9t71j4ilc59st0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/2aeec7c0414acc7d6e15f7b4d9db2b42/1040g008314qhr5jeh41g49qeb9t71j4ih75vmvg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/53cf1f7c73a381144ec76195c8e04950/1040g008314qhr5jeh42049qeb9t71j4i6rb48lg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/6e3a0075dbe390d8e8a5273a97356a6b/1040g008314qhr5jeh42g49qeb9t71j4idahm4bg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/46ebc2a88dc2eeb763b560516a9f4247/1040g008314qhr5jeh43049qeb9t71j4i9efts20!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/2b766d480687afc1acbb50ecff8e84d1/1040g008314qhr5jeh43g49qeb9t71j4invt4d20!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202408301451/e8c930a7c6b44178d5a47def26890aec/1040g008314qhr5jeh44049qeb9t71j4i5v55oeo!nd_dft_wlteh_webp_3","新冠,日本生病,日本药妆店",https://www.xiaohongshu.com/explore/668600e40000000003024f4e?xsec_token=AB30e7EEjF8yniPpK6P1rYg4SwH9Anb7FBACtzvZQAkIk=&xsec_source=pc_search,1,1,1,1,1,1
5,632b18e00000000023025a97,瘦到100以下我就满足了,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3139iouvig8605opb33g8smkns8llj7g,湖北,1720058839733,1720059297979,6686018b000000001c026d4f,normal,没人告诉我治疗新冠的中药这么难喝,"二阳了，喝药真的是酷刑。
原本以为蒲地蓝口服液就够难喝了，又给开了金叶败毒颗粒，但是捏着鼻子也能灌下去。
结果！！医生说这个才是对症的中药，喊我第二天来中药房拿药，我欢天喜地拿回了家。
冲药的时候隐隐就觉得味道不太对劲，又香又臭的。
半个小时后药凉了，秉着猎奇的态度没有捏鼻子浅尝了一口，真的就是一瞬间的生理反应，哇的一口吐了出来。
又香又甜又苦又辣又辛，还很咸！
主要是它还有回味一直往上涌！
并且那股辛味儿顺着我咳了两天的嗓子往下灼烧，一瞬间感觉奇经八脉都打通了！！！
然后就是一阵一阵的回味在嘴里经久不消，我对象觉得很神奇，于是他也尝了一口，果不其然，脸直接皱成了一团……
	
一瞬间我的内心：这个药真的能治好吗……是喝药难受还是病着难受……可是它真的好难喝！
	
心一横，哐哐灌了几大口，吐了……
	
#新冠 #中药",,1720058251000,1720058252000,1,0,2,0,https://sns-img-al.xhscdn.com/56933f1b-7539-e468-d433-cce1f0d2fafa,"新冠,中药",https://www.xiaohongshu.com/explore/6686018b000000001c026d4f,1,1,0,0,1,1
6,56684f6550c4b411207ba204,飘＊piao💋,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ujmg175587043rsd17mb8g4gentkf0,云南,1720058839737,1720059297984,6686011e000000000a004f94,normal,家人们是怎么熬过来的？,"第一天吃了阿莫西林胶囊、蒲地蓝口服液
第二天吃了奥司他韦、盐酸左氧氟沙星片
第三天症状依旧、嗓子剧痛、喉咙充血、咳嗽痰带血丝…需要去医院吗
	
#吞刀片嗓 #新冠 #嗓子巨痛 #新型病毒 #",,1720058142000,1720058143000,0,0,5,0,https://sns-img-bd.xhscdn.com/4e9459c5-ee7e-591d-418b-8ef21624a231,"吞刀片嗓,新冠,嗓子巨痛,新型病毒",https://www.xiaohongshu.com/explore/6686011e000000000a004f94,1,0,0,1,1,1
7,5ff48a880000000001009b2e,ada,https://sns-avatar-qc.xhscdn.com/avatar/5ff48a880000000001009b2e.jpg,广东,1720058839742,1720059297989,6686000b000000001e011cb3,normal,有谁还记得这个东西,#疫情下的生活 #新冠,,1720057867000,1720057867000,0,0,0,0,https://sns-img-al.xhscdn.com/fc2ed5a3-85f2-5187-6904-ff55bba56520,"疫情下的生活,新冠",https://www.xiaohongshu.com/explore/6686000b000000001e011cb3,1,1,0,1,0,0
8,58aa256882ec39096904d305,星星偷走睡意✨,https://sns-avatar-qc.xhscdn.com/avatar/62be6a71aff885dcf52703f4.jpg,黑龙江,1720058839748,1720059297993,6685fc6a000000001f005300,normal,新冠后遗症吗？,一直睡一直困🥱#新冠肺炎后遗症,,1720056938000,1720056939000,1,0,1,0,https://sns-img-qc.xhscdn.com/7cc92958-95de-bc25-0652-2045a9d650fa,新冠肺炎后遗症,https://www.xiaohongshu.com/explore/6685fc6a000000001f005300,1,1,0,1,1,1
9,602f776e000000000101d5ec,小白,https://sns-avatar-qc.xhscdn.com/avatar/664f0899523735166645cd6c.jpg,山东,1720058839753,1720059297999,6685f8ee000000000a027248,normal,众多病号中的我#记得要给生活加点甜哦 ，我是个活泼却有距离感且坚强的人，本具很好的先天之气，自从2013年开始流浪漂泊的随心所欲过旅行生活后，常年出国和藏地的学习流浪，到了2022年一场高原佛学院新冠，彻底把我拉入了医院长跑队伍中，终于彻底的休息，瘫三月，轮椅两月，严重肌肉萎缩，哈哈哈，我知道以后会看着受罪的日子，我依然会笑笑夸自己很酷，因为我一直知道我会生一场大病，只是他来了而已，感恩相遇啊，我的疾病朋友，请爱上你的疾病并拥抱他吧，因为这就是你的态度，每个人都有得选，这是我选的而已#新冠,众多病号中的我#记得要给生活加点甜哦 ，我是个活泼却有距离感且坚强的人，本具很好的先天之气，自从2013年开始流浪漂泊的随心所欲过旅行生活后，常年出国和藏地的学习流浪，到了2022年一场高原佛学院新冠，彻底把我拉入了医院长跑队伍中，终于彻底的休息，瘫三月，轮椅两月，严重肌肉萎缩，哈哈哈，我知道以后会看着受罪的日子，我依然会笑笑夸自己很酷，因为我一直知道我会生一场大病，只是他来了而已，感恩相遇啊，我的疾病朋友，请爱上你的疾病并拥抱他吧，因为这就是你的态度，每个人都有得选，这是我选的而已#新冠,,1720056046000,1720056047000,1,0,2,0,https://sns-img-bd.xhscdn.com/40fb2c94-ed8f-9a3c-48a4-ab366500c604,"记得要给生活加点甜哦,新冠",https://www.xiaohongshu.com/explore/6685f8ee000000000a027248,1,1,0,1,1,1
10,6332d634000000002303f575,awuge,https://sns-avatar-qc.xhscdn.com/avatar/6332d634000000002303f575.jpg,上海,1720058839758,1720059298003,6685f88c000000001c0246ca,normal,#新冠后遗症，症状全✓[哭惹R][哭惹R][哭惹R],#新冠后遗症，症状全✓[哭惹R][哭惹R][哭惹R],,1720055948000,1720055948000,1,0,0,1,https://sns-img-qc.xhscdn.com/6e4062ae-0833-3d32-a578-df701f764fe9,新冠后遗症,https://www.xiaohongshu.com/explore/6685f88c000000001c0246ca,1,1,0,1,1,1
